id,registrationId,疾患名,疾患略語,手法,調査種別,対象者種別,専門,実績数,問合せのみ,対象条件,薬剤,リクルート実施,モデレーター,クライアント,エンドクライアント,PJ番号,実施年月,登録担当,登録日
80,20251023-0080,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・IDI,定性,患者,,6,FALSE,記憶力や思考力が以前とは違うと感じADと診断されている場合は、早期、軽度まで,"ドナネマブ,ケサンラ",アスマーク,松浦友与,The Link Group,イーライリリー,X03011167,2023/4/1,大塚,
81,20251023-0081,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・Dyad,定性,患者,,4,FALSE,記憶力や思考力が以前とは違うと感じADと診断されている場合は、早期、軽度まで,"ドナネマブ,ケサンラ",アスマーク,松浦友与,The Link Group,イーライリリー,X03011167,2023/4/1,大塚,
82,20251023-0082,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・Dyad,定性,介護者,,4,FALSE,記憶力や思考力が以前とは違うと感じADと診断されている場合は、軽度までの患者さんご家族,"ドナネマブ,ケサンラ",アスマーク,松浦友与,The Link Group,イーライリリー,X03011167,2023/4/1,大塚,
83,20251023-0083,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・Group,定性,患者,,16,FALSE,記憶力や思考力が以前とは違うと感じADと診断されている場合は、早期、軽度まで,"ドナネマブ,ケサンラ",アスマーク,松浦友与,The Link Group,イーライリリー,X03012167,2023/4/1,大塚,
84,20251023-0084,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・Dyad,定性,患者,,4,FALSE,記憶力や思考力が以前とは違うと感じADと診断されている場合は、早期、軽度まで,"ドナネマブ,ケサンラ",アスマーク,松浦友与,The Link Group,イーライリリー,X03012167,2023/4/1,大塚,
85,20251023-0085,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・Dyad,定性,介護者,,4,FALSE,記憶力や思考力が以前とは違うと感じADと診断されている場合は、軽度までの患者さんご家族,"ドナネマブ,ケサンラ",アスマーク,松浦友与,The Link Group,イーライリリー,X03012167,2023/4/1,大塚,
86,20251023-0086,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・IDI,定性,患者,,10,FALSE,記憶力や思考力が以前とは違うと感じADと診断されている場合は、早期、軽度まで,"ドナネマブ,ケサンラ",アスマーク,米村雅之,The Link Group,イーライリリー,X05027167,2023/7/1,大塚,
87,20251023-0087,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・Dyad,定性,患者,,6,FALSE,記憶力や思考力が以前とは違うと感じADと診断されている場合は、早期、軽度まで,"ドナネマブ,ケサンラ",アスマーク,米村雅之,The Link Group,イーライリリー,X05027167,2023/7/1,大塚,
88,20251023-0088,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・Dyad,定性,介護者,,6,FALSE,記憶力や思考力が以前とは違うと感じADと診断されている場合は、軽度までの患者さんご家族,"ドナネマブ,ケサンラ",アスマーク,米村雅之,The Link Group,イーライリリー,X05027167,2023/7/1,大塚,
89,20251023-0089,新型コロナウィルス感染症,COVID,IDI,定性,医師,血液内科,1,FALSE,過去3ヶ月に診療した免疫不全患者が120人以上,,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X04029167,2023/5/1,大塚,
90,20251023-0090,新型コロナウィルス感染症,COVID,IDI,定性,医師,血液腫瘍内科,1,FALSE,過去3ヶ月に診療した免疫不全患者が120人以上,,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X04029167,2023/5/1,大塚,
91,20251023-0091,新型コロナウィルス感染症,COVID,IDI,定性,医師,腎臓内科,1,FALSE,過去3ヶ月に診療した免疫不全患者が120人以上,,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X04029167,2023/5/1,大塚,
92,20251023-0092,新型コロナウィルス感染症,COVID,IDI,定性,医師,感染症専門医,1,FALSE,過去3ヶ月に診療した免疫不全患者が120人以上,,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X04029167,2023/5/1,大塚,
93,20251023-0093,新型コロナウィルス感染症,COVID,IDI,定性,医師,総合診療科,1,FALSE,過去3ヶ月に診療した免疫不全患者が60人以上,,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X04029167,2023/5/1,大塚,
94,20251023-0094,新型コロナウィルス感染症,COVID,IDI,定性,医師,リウマチ科,1,FALSE,過去3ヶ月に診療した免疫不全患者が120人以上,,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X04029167,2023/5/1,大塚,
95,20251023-0095,2型糖尿病,"Type 2 Diabetes Mellitus, T2DM",IDI,定性,患者,,12,FALSE,25～60歳、6ヶ月以上15年以内に2型糖尿病と診断され、医師からHbA1cをコントロールできていないと言われ、内服薬、インスリン以外の注射、または基礎インスリンを使用している,GLP-1,アスマーク,橋本浩美,The Link Group,イーライリリー,X04016167,2023/5/1,大塚,
96,20251023-0096,筋萎縮性側索硬化症,"Amyotrophic Lateral Sclerosis, ALS",IDI,定性,医師,神経内科,5,FALSE,過去12ヶ月に診療したALS患者が５人以上,レリブリオ,PDリサーチ,橋本浩美,The Link Group,アミリックス,X05025167,2023/8/1,大塚,
97,20251023-0097,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",IDI,定性,医師,神経内科,8,FALSE,MCIと軽度アルツハイマー型認知症患者を20人以上診療,"ドナネマブ,ケサンラ",PDリサーチ,橋本浩美,The Link Group,イーライリリー,X05023167,2023/6/1,大塚,
98,20251023-0098,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",IDI,定性,医師,老年科,4,FALSE,MCIと軽度アルツハイマー型認知症患者を10人以上診療,"ドナネマブ,ケサンラ",PDリサーチ,橋本浩美,The Link Group,イーライリリー,X05023167,2023/6/1,大塚,
99,20251023-0099,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",IDI,定性,医師,精神科,4,FALSE,MCIと軽度アルツハイマー型認知症患者を20人以上診療,"ドナネマブ,ケサンラ",PDリサーチ,橋本浩美,The Link Group,イーライリリー,X05023167,2023/6/1,大塚,
100,20251023-0100,転移性前立腺がん,Metastatic Prostate Cancer,IDI,定性,医師,泌尿器科,12,FALSE,過去1ヶ月に前立腺がん患者を3人以上、転移性去勢感受性前立腺がん患者を3人以上診療,"アベマシクリブ,ベージニオ",PDリサーチ,橋本浩美,The Link Group,イーライリリー,X03077167,2023/6/1,大塚,
101,20251023-0101,糖尿病性末梢神経障害性疼痛,"Diabetic Peripheral Neuropathic Pain, DPNP",会場調査・IDI,定性,医師,内科,3,FALSE,2型糖尿病患者を20名以上、中等度から重度の糖尿病性抹消神経障害性疼痛を2名以上診療,SSTR4アゴニスト,キャンドゥ,橋本浩美,The Link Group,イーライリリー,X05031167,2023/8/1,大塚,
102,20251023-0102,糖尿病性末梢神経障害性疼痛,"Diabetic Peripheral Neuropathic Pain, DPNP",会場調査・IDI,定性,医師,痛み専門医,2,FALSE,2型糖尿病患者を20名以上、中等度から重度の糖尿病性抹消神経障害性疼痛を5名以上診療,SSTR4アゴニスト,キャンドゥ,橋本浩美,The Link Group,イーライリリー,X05031167,2023/8/1,大塚,
103,20251023-0103,糖尿病性末梢神経障害性疼痛,"Diabetic Peripheral Neuropathic Pain, DPNP",会場調査・IDI,定性,医師,神経内科,2,FALSE,2型糖尿病患者を20名以上、中等度から重度の糖尿病性抹消神経障害性疼痛を5名以上診療,SSTR4アゴニスト,キャンドゥ,橋本浩美,The Link Group,イーライリリー,X05031167,2023/8/1,大塚,
104,20251023-0104,糖尿病性末梢神経障害性疼痛,"Diabetic Peripheral Neuropathic Pain, DPNP",会場調査・IDI,定性,医師,内分泌科,3,FALSE,2型糖尿病患者を40名以上、中等度から重度の糖尿病性抹消神経障害性疼痛を5名以上診療,SSTR4アゴニスト,キャンドゥ,橋本浩美,The Link Group,イーライリリー,X05031167,2023/8/1,大塚,
105,20251023-0105,クローン病,"Crohn’s Disease, CD",IDI,定性,医師,消化器内科,7,FALSE,1ヶ月に診療している中等度と重度クローン病患者が10人以上,"ミリキズマブ,オンボー",PDリサーチ,坂本麗衣、橋本浩美,The Link Group,イーライリリー,X06012167,2023/8/1,大塚,
106,20251023-0106,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・IDI,定性,医師,精神科,4,FALSE,過去3ヶ月に診察した患者が75人以上で、アルツハイマー型認知症とMCI患者の合計が30人以上,TAUVID,キャンドゥ,木藤絵里,The Link Group,イーライリリー,X06013167,2023/8/1,大塚,
107,20251023-0107,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・IDI,定性,医師,神経内科,4,FALSE,過去3ヶ月に診察した患者が75人以上で、アルツハイマー型認知症とMCI患者の合計が30人以上,TAUVID,キャンドゥ,木藤絵里,The Link Group,イーライリリー,X06013167,2023/8/1,大塚,
108,20251023-0108,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・IDI,定性,医師,核医学専門医,4,FALSE,過去3ヶ月に、神経内科・脳神経外科・精神科からのPET検査の依頼が、全体の15％以上を占めている,TAUVID,キャンドゥ,木藤絵里,The Link Group,イーライリリー,X06013167,2023/8/1,大塚,
109,20251023-0109,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・IDI,定性,患者,,8,FALSE,記憶力や思考力が以前とは違うと感じ、ADと診断されている場合は、早期、軽度まで,TAUVID,アスマーク,米村雅之,The Link Group,イーライリリー,X08032167,2023/10/1,大塚,
110,20251023-0110,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・Dyad,定性,患者,,6,FALSE,記憶力や思考力が以前とは違うと感じ、ADと診断されている場合は、早期、軽度まで,TAUVID,アスマーク,米村雅之,The Link Group,イーライリリー,X08032167,2023/10/1,大塚,
111,20251023-0111,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/Mild Cognitive Impairment, MCI",会場調査・Dyad,定性,介護者,,6,FALSE,記憶力や思考力が以前とは違うと感じ、ADと診断されている場合は、早期、軽度まで,TAUVID,アスマーク,米村雅之,The Link Group,イーライリリー,X08032167,2023/10/1,大塚,
112,20251023-0112,クローン病,"Crohn’s Disease, CD",IDI,定性,医師,消化器内科,12,FALSE,1ヶ月に診療している中等度と重度クローン病患者が10人以上,"ミリキズマブ,オンボー",キャンドゥ,木藤絵里,The Link Group,イーライリリー,X08071167,2023/11/1,大塚,
113,20251023-0113,ウイルス性下気道疾患,"Lower Respiratory Tract Disease, LRTD",IDI,定性,医師,内科,4,FALSE,1ヶ月にウイルス性肺感染症等による急性呼吸不全成人入院患者を30名以上治療管理し、そのうち10％以上がウイルス性肺炎,トソラキマブ,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X09030186,2023/11/1,大塚,
114,20251023-0114,ウイルス性下気道疾患,"Lower Respiratory Tract Disease, LRTD",IDI,定性,医師,感染症科,2,FALSE,1ヶ月にウイルス性肺感染症等による急性呼吸不全成人入院患者を30名以上治療管理し、そのうち10％以上がウイルス性肺炎,トソラキマブ,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X09030186,2023/11/1,大塚,
115,20251023-0115,ウイルス性下気道疾患,"Lower Respiratory Tract Disease, LRTD",IDI,定性,医師,集中治療,2,FALSE,1ヶ月にウイルス性肺感染症等による急性呼吸不全成人入院患者を30名以上治療管理し、そのうち10％以上がウイルス性肺炎,トソラキマブ,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X09030186,2023/11/1,大塚,
116,20251023-0116,ウイルス性下気道疾患,"Lower Respiratory Tract Disease, LRTD",IDI,定性,医師,呼吸器内科,2,FALSE,1ヶ月にウイルス性肺感染症等による急性呼吸不全成人入院患者を30名以上治療管理し、そのうち10％以上がウイルス性肺炎,トソラキマブ,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X09030186,2023/11/1,大塚,
117,20251023-0117,ウイルス性下気道疾患,"Lower Respiratory Tract Disease, LRTD",IDI,定性,医師,救急医療,2,FALSE,1ヶ月にウイルス性肺感染症等による急性呼吸不全成人入院患者を30名以上治療管理し、そのうち10％以上がウイルス性肺炎(救急医のみ外来患者も含めてカウント),トソラキマブ,キャンドゥ,斉藤靖雄,The Link Group,アストラゼネカ,X09030186,2023/11/1,大塚,
118,20251023-0118,アルツハイマー病,"Alzheimer's Disease, AD",IDI,定性,KOL,神経内科,1,FALSE,過去2年間に臨床試験の治験責任医師／治験分担医師、バイオテクノロジー企業や製薬会社で報酬を伴うコンサルタント、医学論文の主著者／共著者、または国内外の医学会議で講演者または発表者を務めた,"ドナネマブ,ケサンラ",キャンドゥ,橋本浩美,The Link Group,イーライリリー,X09032186,2023/11/1,大塚,
119,20251023-0119,アルツハイマー病,"Alzheimer's Disease, AD",IDI,定性,KOL,循環器科,1,FALSE,過去2年間に臨床試験の治験責任医師／治験分担医師、バイオテクノロジー企業や製薬会社で報酬を伴うコンサルタント、医学論文の主著者／共著者、または国内外の医学会議で講演者または発表者を務めた,"ドナネマブ,ケサンラ",キャンドゥ,橋本浩美,The Link Group,イーライリリー,X09032186,2023/11/1,大塚,
